name	domain	phylum	class	order	family	genus	species
efafbeaefd437f5aa78469a5194764cc	d__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales-Selenomonadales	f__Veillonellaceae	g__Dialister	s__uncultured_bacterium
a243024683a23ca15e79735dd4e96da5	d__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales-Selenomonadales	f__Veillonellaceae	g__Dialister	s__Dialister_sp.
e49d4189e456bbc91c5f03e6235b4b44	d__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales-Selenomonadales	f__Veillonellaceae	g__Dialister	s__Dialister_sp.
6288fa4d42ff7ab317a2bf3223a141d9	d__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales-Selenomonadales	f__Veillonellaceae	g__Dialister	s__Dialister_pneumosintes
bbbdf12a442c4df64db7e6de2fbacc7e	d__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales-Selenomonadales	f__Veillonellaceae	g__Dialister	s__Dialister_pneumosintes
b6688bfb1b2fb780ecd87d0995834096	d__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales-Selenomonadales	f__Veillonellaceae	g__Dialister	s__Dialister_invisus
3b216c6749c39a6e7b6cf1d8401a45dd	d__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales-Selenomonadales	f__Veillonellaceae	g__Dialister	s__Dialister_invisus
791a546e9d7db469ef31b04e26045509	d__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales-Selenomonadales	f__Veillonellaceae	g__Dialister	s__
deab69ae9d8d994526051a895f7ea818	d__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales-Selenomonadales	f__Veillonellaceae	g__Dialister	s__
9439fc723947e0ac917b58b28800022f	d__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales-Selenomonadales	f__Veillonellaceae	g__Dialister	s__
3688921a1a64dcab601965418dbb3b1d	d__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales-Selenomonadales	f__Veillonellaceae	g__Anaeroglobus	s__Anaeroglobus_geminatus
566e2ef6676a156a2a14dbe2d603459d	d__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales-Selenomonadales	f__Veillonellaceae	g__Anaeroglobus	s__Anaeroglobus_geminatus
9bc0940a8c8e1a9c986e25ca326383cb	d__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales-Selenomonadales	f__Veillonellaceae	g__Allisonella	s__uncultured_bacterium
e268fe1d9969d4ed687cf1774801c391	d__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales-Selenomonadales	f__Selenomonadaceae	g__Megamonas	s__uncultured_organism
0b127fa82dc9d58c1497f801c33f88e5	d__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales-Selenomonadales	f__Selenomonadaceae	g__Megamonas	s__uncultured_bacterium
434494d669db42291a5e736d33d2d5bd	d__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales-Selenomonadales	f__Selenomonadaceae	g__Megamonas	s__uncultured_bacterium
62debeea1a4b4a1a6314e127e99c3649	d__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales-Selenomonadales	f__Selenomonadaceae	g__Megamonas	s__uncultured_bacterium
632d0b804e54df7b04cc4614e361357a	d__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales-Selenomonadales	f__Selenomonadaceae	g__Megamonas	s__uncultured_bacterium
15a6f4a8d11e200290b011cbf63f7986	d__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales-Selenomonadales	f__Selenomonadaceae	g__Megamonas	s__uncultured_bacterium
52f55f5e91b4702728cf665c8c16e873	d__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales-Selenomonadales	f__Selenomonadaceae	g__Megamonas	s__uncultured_bacterium
9ac6a708a97fb9df6207bbbaf1ebb48b	d__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales-Selenomonadales	f__Selenomonadaceae	g__Megamonas	s__uncultured_bacterium
e54cdcbd8bc5553a11315dc6404dd6ae	d__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales-Selenomonadales	f__Selenomonadaceae	g__Megamonas	s__Megamonas_funiformis
a132b73af8a4592c64779bd7c5a484ec	d__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales-Selenomonadales	f__Selenomonadaceae	g__Megamonas	s__
c9e6e624c04d4aa6a628dd17815d1169	d__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales-Selenomonadales	f__Selenomonadaceae	g__Megamonas	s__
55bdbc0981cd1fff5066aebff1adae5e	d__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales-Selenomonadales	f__Selenomonadaceae	g__Megamonas	s__
83886a4c72ca332073707d218850a7b5	d__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales-Selenomonadales	f__Selenomonadaceae	g__Megamonas	s__
54a6bf631de5ef64d663200de5cb4799	d__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales-Selenomonadales	f__Selenomonadaceae	g__Megamonas	s__
2e22570073a849c3d76e485990d9ca72	d__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales-Selenomonadales	f__Selenomonadaceae	g__Megamonas	s__
8ff522ab7db82fc4915d1932c5ebb4e1	d__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales-Selenomonadales	f__Selenomonadaceae	g__Megamonas	s__
1ef903812532e5326ad27655702054ad	d__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales-Selenomonadales	f__Selenomonadaceae	g__Megamonas	s__
4682d63f23af473e0a8afac9c58394bc	d__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales-Selenomonadales	f__Selenomonadaceae	g__Megamonas	s__
e40c0b4f04f6478bbf33551e506ace2d	d__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales-Selenomonadales	f__Selenomonadaceae	g__Megamonas	s__
71dbf626aedfaa5c3f3a753e9f8f0288	d__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales-Selenomonadales	f__Selenomonadaceae	g__Megamonas	s__
e4ee97a0004d83d31d1f6d62de073cc1	d__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales-Selenomonadales	f__Selenomonadaceae	g__Megamonas	s__
44c520ba995580efcca252afff9fabe0	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__uncultured	f__uncultured	g__uncultured	s__uncultured_Opitutae
e3edebe07ec9cf24706b5efa00894546	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__uncultured	f__uncultured	g__uncultured	s__uncultured_Opitutae
59fb87e3ac89edce0e557d4a57d0bd59	d__Bacteria	p__Synergistota	c__Synergistia	o__Synergistales	f__Synergistaceae	g__Pyramidobacter	s__Pyramidobacter_piscolens
8e1cae6998530a8d6826a67fcaa70cc7	d__Bacteria	p__Firmicutes	c__Bacilli	o__Staphylococcales	f__Gemellaceae	g__Gemella	s__uncultured_organism
7dd157da3f0ea3e9bd013b73742d842a	d__Bacteria	p__Firmicutes	c__Bacilli	o__Staphylococcales	f__Gemellaceae	g__Gemella	s__
ef7a0361f3b6b6c1d5e12b5698a279c1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Staphylococcales	f__Gemellaceae	g__Gemella	s__
dd9aeee1c50eef6d9c397efda04b456b	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Spirochaetales	f__Spirochaetaceae	g__uncultured	s__uncultured_bacterium
6d3b6fad3cd214ec5701b085a7442eed	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium_yanoikuyae
10822f2dc1caadae53c684cb9537d256	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Novosphingobium	s__
0611c81bb0a112d3d2c0257d94ef3569	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__	s__
0b5cf2700a7df7ddf4260a24875bd614	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Sphingobacteriales	f__NS11-12_marine_group	g__NS11-12_marine_group	s__uncultured_bacterium
1dc0190dcf94adb48f98c11a8543de15	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Sphingobacteriales	f__Lentimicrobiaceae	g__Lentimicrobium	s__uncultured_bacterium
11027e52d393aec4aed6111f2ea51c1d	d__Bacteria	p__Chloroflexi	c__SL56_marine_group	o__SL56_marine_group	f__SL56_marine_group	g__SL56_marine_group	s__
a4be39093dbfa2765115fb7e9670abb6	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__SAR11_clade	f__Clade_III	g__Clade_III	s__
a148454789d8dbd1d454830fce8382d2	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__Saccharimonadales	g__Saccharimonadales	s__Candidatus_Saccharibacteria
4c60c91d17109bf6943b481e5d2fcc46	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__Saccharimonadaceae	g__TM7x	s__uncultured_bacterium
5ecefaa509ad58d8a35af8cd044c150d	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__Saccharimonadaceae	g__Saccharimonadaceae	s__uncultured_bacterium
5d92390c9cd62895ae7247d1b20b9708	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__Mitochondria	g__Mitochondria	s__
53605691731536f82753d58063818e5d	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__uncultured	s__
71993c0aaf316cd95c70ed734d6c377c	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Ruegeria	s__Ruegeria_pomeroyi
256e37f6626db62e88cab0bd6c0c3937	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__	s__
a15b5ad8459248ca5da510f1b0672f65	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Bradyrhizobium	s__
286cd1f9babcbd29ee705c92a03bd663	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Bradyrhizobium	s__
c7297c27a9ddbf5df2b6a74614872236	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiales_Incertae_Sedis	g__Phreatobacter	s__uncultured_bacterium
d26a91dc390e504aabe4e221c9883626	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Hyphomicrobium	s__
9e9178d746b1a99eb69f6603ec14be7e	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Methylobacterium-Methylorubrum	s__
819127e35f3a06c0a383c30d78b218a8	d__Bacteria	p__Firmicutes	c__Bacilli	o__RF39	f__RF39	g__RF39	s__uncultured_bacterium
1f134253acd7823ccc26e6ff002af1af	d__Bacteria	p__Firmicutes	c__Bacilli	o__RF39	f__RF39	g__RF39	s__uncultured_bacterium
e1ec67ac0b4fd853a7c0b2b6ca12001d	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__
d4183770c3feddc2b052cf6f7c4ba46f	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__	s__
be67711c530349a5756748bd28684983	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Acinetobacter	s__
1d3132eea8317c2cfe23d8ca7ff11644	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Acinetobacter	s__
9b3ca31507b0860ff00cbab53a1a0a96	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Acinetobacter	s__
3bf54fb96dd5b950765a26e386f2a3fd	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Acinetobacter	s__
0278fb7e50a6429bf1595ba8f2c942fe	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Acinetobacter	s__
af64f169a75a3362fc45251169906669	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Acinetobacter	s__
59b52af4470635e661edf7bd26fc7c24	d__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Peptostreptococcales-Tissierellales	g__Peptoniphilus	s__
c51c8b3c557612832f8a0ab9cc10b121	d__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Peptostreptococcales-Tissierellales	g__Parvimonas	s__
61873bf60205554d19058971686ac823	d__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Peptostreptococcales-Tissierellales	g__Parvimonas	s__
63807d1f838789b4c173b1fc67dfcb92	d__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Peptostreptococcales-Tissierellales	g__Fenollaria	s__
4ba44b6f22a41e172ef461b6dadaeaa8	d__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Peptostreptococcaceae	g__Terrisporobacter	s__uncultured_bacterium
5c8ccc6a0eab9b71b012c35a94390f52	d__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Peptostreptococcaceae	g__Terrisporobacter	s__uncultured_bacterium
0559047b602f2c458b3cb0879bf2bbe4	d__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Peptostreptococcaceae	g__Romboutsia	s__
0bc8da162a275014a8cda67d3e6af7da	d__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Peptostreptococcaceae	g__Romboutsia	s__
3ba217d4bcc68501045d82fada4dcc20	d__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Peptostreptococcaceae	g__Peptostreptococcus	s__uncultured_bacterium
f7c9f1fe9d36507a058ac838d89d0fc1	d__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Peptostreptococcaceae	g__Peptostreptococcus	s__uncultured_bacterium
3c2cd9d9506983556ea464c1d82d2450	d__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Peptostreptococcaceae	g__Peptostreptococcus	s__
b10ca99d9577168dc3104f4231d55737	d__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Peptostreptococcaceae	g__Intestinibacter	s__Intestinibacter_bartlettii
86651d736d2f6e9ebe98796671bdbe57	d__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Peptostreptococcaceae	g__Intestinibacter	s__
4bbf1386adc4d2ff37008c0888c6a749	d__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Peptostreptococcaceae	g__Intestinibacter	s__
6f61917a566d7c82267c31e25ee2d6d9	d__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Peptostreptococcaceae	g__Intestinibacter	s__
3448a2279edc3c04853fc6111dd6b073	d__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Peptostreptococcaceae	g__Clostridioides	s__Clostridioides_difficile
93bc2498c3faa9cb05357b4b14cfee6b	d__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Fusibacteraceae	g__Fusibacter	s__
93628cc9db84bf9843d6db236068939c	d__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Anaerovoracaceae	g__Mogibacterium	s__
5b5e46bb9d65fe4cd0e7085f20e1b2de	d__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Anaerovoracaceae	g__Family_XIII_UCG-001	s__uncultured_bacterium
c418f2d8914c499033c487ed356df2b4	d__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Anaerovoracaceae	g__Family_XIII_UCG-001	s__uncultured_bacterium
8591d239c37a14f38803481a0c98a318	d__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Anaerovoracaceae	g__Family_XIII_UCG-001	s__uncultured_bacterium
6307c7b8e2a17bb8bcd5f097f4fa682c	d__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Anaerovoracaceae	g__Family_XIII_AD3011_group	s__uncultured_Eubacterium
5e193b46c324d7b70d7319138b2f79dd	d__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Anaerovoracaceae	g__Family_XIII_AD3011_group	s__uncultured_Eubacterium
3596b9356ab01e5f6cc277031839a44c	d__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Anaerovoracaceae	g__Family_XIII_AD3011_group	s__uncultured_bacterium
9ddb9359327bdb2f91dd105df99883ee	d__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Anaerovoracaceae	g__[Eubacterium]_brachy_group	s__uncultured_bacterium
87241ce15801b041404cc0ed2101c8f4	d__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Anaerovoracaceae	g__[Eubacterium]_brachy_group	s__
fc5f46b0bfb4993c1d81df8073b782dd	d__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Acidaminobacteraceae	g__Acidaminobacter	s__uncultured_bacterium
f8d79e51afc17c25203d17b3f752bfbe	d__Bacteria	p__Firmicutes	c__Clostridia	o__Peptococcales	f__Peptococcaceae	g__Peptococcus	s__uncultured_bacterium
d5363f8b40995175b5677972426d5a7e	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Haemophilus	s__Haemophilus_pittmaniae
e3116659cb51a3580b5953c033fe1e7e	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Haemophilus	s__Haemophilus_parainfluenzae
b62cea5adeb1aebea85627028887e43e	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Haemophilus	s__Haemophilus_parainfluenzae
a5a4579e1e7c1213ba814921fe652e5a	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Haemophilus	s__
31c7e3ca10935c307295e9098c7e4733	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Haemophilus	s__
5a5c3d6f52d841ec7172e8de4b85df49	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Haemophilus	s__
5e8d3fba12feb1a1d5c0a71c3117a51c	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Haemophilus	s__
76192c6db96283d436ecf30c8710a611	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Actinobacillus	s__uncultured_Haemophilus
84ae66f3ea694d9b44e691606c460c30	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__	s__
